File,label,score
SC_2021_0a08712f2045513c212f5173134d9a46.html.gz,HUMAN,0.41367847443307454
SC_2021_01ca2b147ea3d0f8cc5a83fd1f26224c.html.gz,HUMAN,0.3898461483803627
SC_2021_107217e8a945deb03af3941b52ee967d.html.gz,AI,0.6227683976503849
SC_2021_05d456ccfdf0e36630e43875106a7ce8.html.gz,HUMAN,0.480748801746255
SC_2021_138855e9fe60f5ed872297c0456a2728.html.gz,HUMAN,0.4080488073681184
SC_2021_143f8e72feef87de3fd1d9b27a9f32b1.html.gz,AI,0.625931925093751
SC_2021_226fe04ae794b736d83b62f1bc544dfa.html.gz,HUMAN,0.19570354346512908
SC_2021_2648e6c5a87c4a95c6aff0acfc3c1499.html.gz,HUMAN,0.1946122524068259
SC_2021_3013d2630d930b02fa65a7424f964366.html.gz,HUMAN,0.18775393831220005
SC_2021_32980e79ab470d3dbefec60a8c8429d6.html.gz,HUMAN,0.19112955251152483
SC_2021_35fbfcac9b6a73a0eb438bd22262ad68.html.gz,HUMAN,0.31629135623755733
SC_2021_3ab187ed4fa333ac475743a7083a963a.html.gz,HUMAN,0.19046431002194433
SC_2021_45f3ef01b616c85179b42d3364eca74b.html.gz,HUMAN,0.2205495379304751
SC_2021_70c6ba8bc54eb061852a42d8f161f539.html.gz,HUMAN,0.21004607967940808
SC_2021_7ad32c94baa16beab015a940a82d2d37.html.gz,AI,0.5700934646317238
SC_2021_7f03d3889ae57b7e3b9b01de2af4e50a.html.gz,HUMAN,0.20629417324271282
SC_2021_9c06a0e629167a2fb7336c28cd5fe282.html.gz,HUMAN,0.2385967531415862
SC_2021_b2b862a2052e071d4d69dfe00a6bd14d.html.gz,HUMAN,0.3053532717232719
SC_2021_a4f4d771f88fb1d7d63611e8ef51bafe.html.gz,HUMAN,0.32786536821980233
SC_2021_bc96fba88a65b3d30ed9c7ef9412eb25.html.gz,HUMAN,0.2105174541254694
SC_2021_f123118a243d265a41490747d4c2b4ab.html.gz,HUMAN,0.4382631156365265
SC_2021_ce03996ae982668f29868a041468a5df.html.gz,AI,0.719115430350224
SC_2021_fb66bfdc9482eedc537069a90bec30ca.html.gz,HUMAN,0.21145719770577331
SC_2021_fe4b7b535d73906f29d3a6d54d906d1b.html.gz,HUMAN,0.29312050122616906
