Link,Score,Prediction
https://www.statepress.com/article/2023/12/opinion-bad-free-speech,1.0331125259399414,Most likely human-generated
https://www.statepress.com/article/2023/11/opinion-asu-good-experiences-on-every-campus,0.9795918464660645,Most likely human-generated
https://www.statepress.com/article/2023/11/asu-tempe-nightlife-changed-for-the-worse,1.01630437374115,Most likely human-generated
https://www.statepress.com/article/2023/11/opinion-asu-football-better-than-their-record,1.0331125259399414,Most likely human-generated
https://www.statepress.com/article/2023/11/asu-online-difficult-classes-accelerated-icourse-loneliness,1.0,Most likely human-generated
https://www.statepress.com/article/2023/11/problems-behind-weed-out-stem-classes-asu,0.994350254535675,Most likely human-generated
https://www.statepress.com/article/2023/10/opinion-students-should-take-humanities-seriously,0.955974817276001,Most likely human-generated
https://www.statepress.com/article/2023/10/opinion-nhl-coyotes-dermott-ban-inclusion-pride-tape,1.0617283582687378,Most likely human-generated
https://www.statepress.com/article/2023/10/enforce-scooter-ban,1.105263113975525,Most likely human-generated
https://www.statepress.com/article/2023/10/magazine-welcome-to-the-manosphere,0.9722222089767456,Most likely human-generated
https://www.statepress.com/article/2023/10/womens-volleyball-keeps-rolling,1.0,Most likely human-generated
https://www.statepress.com/article/2023/10/opinion-asu-has-free-speech,1.023668646812439,Most likely human-generated
https://www.statepress.com/article/2023/09/asu-football-culture,1.018633484840393,Most likely human-generated
https://www.statepress.com/article/2023/09/ai-at-asu-chat-gpt-academic-guidelines,0.9670329689979553,Most likely human-generated
https://www.statepress.com/article/2023/09/opinion-asu-should-promote-covid-prevention,1.0882352590560913,Most likely human-generated
https://www.statepress.com/article/2023/08/asu-big-12-conference-realignment,1.0355029106140137,Most likely human-generated
https://www.statepress.com/article/2023/04/ai-influencing-postgrad-job-prospects,0.9942196607589722,Most likely human-generated
https://www.statepress.com/article/2023/04/tempe-coyotes-entertainment-vote-no,0.970588207244873,Most likely human-generated
https://www.statepress.com/article/2023/04/asu-nursing-fees-equipment-prices,1.0058139562606812,Most likely human-generated
https://www.statepress.com/article/2023/04/election-turnout-civic-engagement,1.0129870176315308,Most likely human-generated
https://www.statepress.com/article/2023/04/usg-dont-vote,1.060773491859436,Most likely human-generated
https://www.statepress.com/article/2023/04/opinion-renaming-tp-good,0.9704142212867737,Most likely human-generated
https://www.statepress.com/article/2023/04/scetl-asu-public-education-attacks-delegitimize,1.0292397737503052,Most likely human-generated
https://www.statepress.com/article/2023/04/asu-mens-basketball-transfers-nil,1.0232558250427246,Most likely human-generated
https://www.statepress.com/article/2023/03/bobby-hurley-asu-extension-good,0.9716312289237976,Most likely human-generated
https://www.statepress.com/article/2023/03/opinion-asu-automated-transportation,1.006250023841858,Most likely human-generated
https://www.statepress.com/article/2023/03/michael-crow-desert-financial-arena,1.0246913433074951,Most likely human-generated
https://www.statepress.com/article/2023/03/asu-black-sun-devils-email,1.0,Most likely human-generated
https://www.statepress.com/article/2023/03/kevin-durant-nba-college,0.981249988079071,Most likely human-generated
https://www.statepress.com/article/2023/02/potential-tiktok-ban-good,1.0609755516052246,Most likely human-generated
https://www.statepress.com/article/2023/02/banning-tiktok-bad,0.9580838084220886,Most likely human-generated
https://www.statepress.com/article/2023/02/tempe-luxury-apartment-development,0.9887005686759949,Most likely human-generated
https://www.statepress.com/article/2023/02/opinion-tempe-vape-ban,0.96875,Most likely human-generated
https://www.statepress.com/article/2023/02/opinion-more-asu-unionization,1.0,Most likely human-generated
https://www.statepress.com/article/2023/02/scr-1015-undermines-democracy,1.0522875785827637,Most likely human-generated
https://www.statepress.com/article/2023/02/spmagazine-satire-film-bro-comedy-bro,1.0162161588668823,Most likely human-generated
https://www.statepress.com/article/2023/02/asu-police-student-activism-and-protesters,0.989130437374115,Most likely human-generated
https://www.statepress.com/article/2023/02/opinion-chiefs-win-superbowl-lvii,1.0,Most likely human-generated
https://www.statepress.com/article/2023/02/arizona-drag-show-prevention-bill-queer-community,0.9933333396911621,Most likely human-generated
https://www.statepress.com/article/2023/02/asu-turning-point-usa-ranking-is-low-grade,0.9825581312179565,Most likely human-generated
https://www.statepress.com/article/2023/02/philadelphia-kansas-city-super-bowl,0.9662162065505981,Most likely human-generated
https://www.statepress.com/article/2023/02/asu-dining-halls-expensive-should-not-be-mandatory,0.987730085849762,Most likely human-generated
https://www.statepress.com/article/2023/02/asu-improve-housing-security-and-safety-among-threats,1.0,Most likely human-generated
https://www.statepress.com/article/2023/02/tech-layoffs-hurt-asu-students,1.0559005737304688,Most likely human-generated
https://www.statepress.com/article/2023/02/asu-acceptance-admissions-process-inclusive,0.9748427867889404,Most likely human-generated
https://www.statepress.com/article/2023/01/mirabella-asu-conflict-resolution-model,1.0499999523162842,Most likely human-generated
https://www.statepress.com/article/2023/01/asu-mens-basketball-has-what-it-takes-for-march-madness,1.0689655542373657,Most likely human-generated
https://www.statepress.com/article/2023/01/college-football-players-deserve-better-health-care,1.0196079015731812,Most likely human-generated
https://www.statepress.com/article/2023/01/asu-should-continue-its-support-of-jewish-students,1.029940128326416,Most likely human-generated
https://www.statepress.com/article/2023/01/arizona-teachers-academy-grant-tuition-scholarship-ineffective,1.0392156839370728,Most likely human-generated
