Link,Score,Prediction
Opinion: The pandemic isn't through with us just because we're through with it,0.9709302186965942,Most likely human-generated
"Opinion: If immigrants are fit, willing and able, let's certify them",1.0126582384109497,Most likely human-generated
Opinion: How Canada can improve security if American democracy collapses,0.9888888597488403,Most likely human-generated
Opinion: Is 2022 the year crypto becomes money?,1.0188679695129395,Most likely human-generated
Opinion: We need to get beyond the status quo in regulating Big Tech in Canada,1.0368098020553589,Most likely human-generated
Opinion: The wrong people are making decisions on school closures. Our children deserve better,1.0259740352630615,Most likely human-generated
"Opinion: Despite what Ottawa claims, we are highly indebted compared to other countries",1.0,Most likely human-generated
Opinion: Canada and India must forge deeper partnerships to counter shared threats,1.0760233402252197,Most likely human-generated
Opinion: Stakeholder capitalism and ESG's road to socialism,0.9817073345184326,Most likely human-generated
Opinion: Where's the hike? Why didn't the Bank of Canada act?,0.9426751732826233,Most likely human-generated
Opinion: Amnesty International 's shameful assault on Israel,0.9806451797485352,Most likely human-generated
Opinion: Whoopi Goldberg must realize racism and antisemitism are two sides of the same coin,0.948387086391449,Most likely human-generated
Opinion: Beware misinformation about COVID risks to kids,0.976331353187561,Most likely human-generated
Opinion: Spending to the max on COVID-19 programs didn't really help,0.9470198750495911,Most likely human-generated
Opinion: Spending to the max on COVID-19 programs didn't really help,0.9319728016853333,Most likely human-generated
Opinion: Why we're still suing the Trudeau government over its use of the Emergencies Act,0.955974817276001,Most likely human-generated
Opinion: Opening the door to homeownership for more Black Canadians,0.9935483932495117,Most likely human-generated
Opinion: Canada can help wean Europe off Russian energy. But do we have the will to do it?,0.9805194735527039,Most likely human-generated
Opinion: Oceans of liquidity mean rates will have to keep rising,1.0275862216949463,Most likely human-generated
Opinion: Lack of LNG ports is costing Canada export opportunities,0.9038461446762085,Most likely human-generated
Opinion from Kyiv : Sanctions will only force Vladimir Putin to escalate on a global scale,1.0058823823928833,Most likely human-generated
"Opinion: Even after being revoked, the Emergencies Act is creating a chill on charities",0.9367088675498962,Most likely human-generated
Opinion: Will Ottawa simply spend the coming revenue windfall?,1.0194804668426514,Most likely human-generated
"Opinion: Policy is making us house-rich, everything-else-poor",1.0460525751113892,Most likely human-generated
Opinion: Canada needs a new security strategy to deal with the new global order,0.9441340565681458,Most likely human-generated
Opinion: Only tighter money can keep the dollar from shrinking,1.0465116500854492,Most likely human-generated
Opinion: The Bank of Canada needs to get serious about inflation,0.9612902998924255,Most likely human-generated
Opinion: Russian renewables lose their ESG halo,1.0117647647857666,Most likely human-generated
Opinion: Canada needs policies that make it easier for business owners to sell to their employees,0.942307710647583,Most likely human-generated
Opinion: Misuse of the term 'misinformation' has muzzled scientific COVID-19 debate,0.9555555582046509,Most likely human-generated
Opinion: Liberal plan to compel Big Tech to share revenues a lifeline for news publishers,1.0067567825317383,Most likely human-generated
Opinion: Liberal plan to compel Big Tech to share revenues a lifeline for news publishers,1.0067567825317383,Most likely human-generated
