Link,Score,Prediction
https://eugeneweekly.com/2022/12/29/a-cultural-safety-net/,1.0046948194503784,Most likely human-generated
https://eugeneweekly.com/2022/12/22/resisting-assimilation/,1.0240963697433472,Most likely human-generated
https://eugeneweekly.com/2022/11/03/then-they-came-for-me/,0.922535240650177,Most likely human-generated
https://eugeneweekly.com/2022/11/01/the-unseen-side-of-endorsements/,1.0502793788909912,Most likely human-generated
https://eugeneweekly.com/2022/10/27/the-trouble-with-alek/,0.9617486596107483,Most likely human-generated
https://eugeneweekly.com/2022/10/06/why-reinvent-the-wheel/,0.9593023061752319,Most likely human-generated
https://eugeneweekly.com/2022/09/29/after-the-recall/,0.9939024448394775,Most likely human-generated
https://eugeneweekly.com/2022/09/22/gaslighting/,0.9571428298950195,Most likely human-generated
https://eugeneweekly.com/2022/09/22/the-justice-of-law-and-order/,0.970059871673584,Most likely human-generated
https://eugeneweekly.com/2022/09/01/humility-and-hope-for-the-future/,0.9601989984512329,Most likely human-generated
https://eugeneweekly.com/2022/08/25/vote-no-on-the-recall/,1.0,Most likely human-generated
https://eugeneweekly.com/2022/08/18/healing-historys-wounds/,1.005555510520935,Most likely human-generated
https://eugeneweekly.com/2022/12/15/grounds-for-hope/,1.0358974933624268,Most likely human-generated
https://eugeneweekly.com/2022/08/18/the-town-square-sting/,0.9481865167617798,Most likely human-generated
https://eugeneweekly.com/2022/08/05/july-29-2020/,1.0056818723678589,Most likely human-generated
https://eugeneweekly.com/2022/07/21/anti-social-media-2/,0.9460784196853638,Most likely human-generated
https://eugeneweekly.com/2022/07/14/powering-eugenes-future/,0.9371428489685059,Most likely human-generated
https://eugeneweekly.com/2022/07/14/guns-on-the-ballot/,0.9346405267715454,Most likely human-generated
https://eugeneweekly.com/2022/07/12/less-talk-more-walk/,0.95652174949646,Most likely human-generated
https://eugeneweekly.com/2022/07/07/we-dissent/,0.9537572264671326,Most likely human-generated
https://eugeneweekly.com/2022/07/05/after-dobbs-we-have-to-make-the-court-political-again/,0.9591836929321289,Most likely human-generated
https://eugeneweekly.com/2022/06/23/civilized-all-too-civilized/,1.0265957117080688,Most likely human-generated
https://eugeneweekly.com/2022/06/16/education-for-life/,1.058510661125183,Most likely human-generated
https://eugeneweekly.com/2022/12/08/the-44-4-percent/,1.0204081535339355,Most likely human-generated
https://eugeneweekly.com/2022/06/16/local-and-vocal-3/,0.9883720874786377,Most likely human-generated
https://eugeneweekly.com/2022/06/16/for-the-children-of-uvalde/,0.994350254535675,Most likely human-generated
https://eugeneweekly.com/2022/06/16/live-with-no-regrets/,0.9523809552192688,Most likely human-generated
https://eugeneweekly.com/2022/05/26/two-years-later/,1.0182926654815674,Most likely human-generated
https://eugeneweekly.com/2022/05/23/still-possible-to-unite/,1.0591397285461426,Most likely human-generated
https://eugeneweekly.com/2022/05/12/carpetbaggering-dilettantes-abound/,0.9837837815284729,Most likely human-generated
https://eugeneweekly.com/2022/05/05/all-the-lonely-people/,0.9353233575820923,Most likely human-generated
https://eugeneweekly.com/2022/04/28/save-the-urban-farm/,0.9405405521392822,Most likely human-generated
https://eugeneweekly.com/2022/04/14/winds-of-fear/,0.9946523904800415,Most likely human-generated
https://eugeneweekly.com/2022/04/14/misleading-rhetoric/,0.9947090148925781,Most likely human-generated
https://eugeneweekly.com/2022/12/01/climate-reality/,0.9878787994384766,Most likely human-generated
https://eugeneweekly.com/2022/04/07/labeling-divorce/,0.9689440727233887,Most likely human-generated
https://eugeneweekly.com/2022/03/31/a-step-toward-justice/,0.9695122241973877,Most likely human-generated
https://eugeneweekly.com/2022/03/24/the-meta-what/,1.0292682647705078,Most likely human-generated
https://eugeneweekly.com/2022/03/17/the-oppression-of-suffering/,0.9460784196853638,Most likely human-generated
https://eugeneweekly.com/2022/03/10/championing-mental-health-care/,1.018072247505188,Most likely human-generated
https://eugeneweekly.com/2022/02/22/wake-up-america/,1.0125786066055298,Most likely human-generated
https://eugeneweekly.com/2022/02/17/middle-housing-is-the-solution/,0.9893617033958435,Most likely human-generated
https://eugeneweekly.com/2022/02/10/vaccines-are-the-problem/,0.9948717951774597,Most likely human-generated
https://eugeneweekly.com/2022/01/27/a-star-is-born/,0.931034505367279,Most likely human-generated
https://eugeneweekly.com/2022/01/20/local-and-vocal-2/,1.1309523582458496,Most likely human-generated
https://eugeneweekly.com/2022/12/01/political-relief-comes-to-democrats/,1.0,Most likely human-generated
https://eugeneweekly.com/2022/01/20/a-death-dishonored/,1.03108811378479,Most likely human-generated
https://eugeneweekly.com/2022/01/20/get-over-yourself-2/,1.005494475364685,Most likely human-generated
https://eugeneweekly.com/2022/01/20/woodmen-spare-those-trees/,0.9248554706573486,Most likely human-generated
https://eugeneweekly.com/2022/01/20/the-iconoclast-american-political-party/,1.0384615659713745,Most likely human-generated
https://eugeneweekly.com/2022/01/20/loss/,1.0,Most likely human-generated
https://eugeneweekly.com/2022/01/13/the-failure-of-cop26/,1.0315788984298706,Most likely human-generated
https://eugeneweekly.com/2022/11/23/a-bridge-to-sell-you/,0.9509202241897583,Most likely human-generated
https://eugeneweekly.com/2022/11/17/how-to-save-the-guarded-register/,1.0489130020141602,Most likely human-generated
https://eugeneweekly.com/2022/11/17/make-a-difference/,1.0128204822540283,Most likely human-generated
https://eugeneweekly.com/2022/11/10/taking-our-vote-for-granted-ends-now/,1.0257731676101685,Most likely human-generated
