File,label,score
IL_2023_01ca98ae044e411370710f3e3099c5e6.html.gz,HUMAN,0.36734937057562517
IL_2023_04ff3d8c485d5c33b29b5b13709c2695.html.gz,HUMAN,0.3111649142210693
IL_2023_03fbfbfcb36df4fc0e8c8e8d7f27d969.html.gz,HUMAN,0.3332073720412916
IL_2023_06982b3a3e05d851cd07182dc7c128db.html.gz,HUMAN,0.18824348262902316
IL_2023_056a8747070aa0d4a9729a1595cb39e1.html.gz,HUMAN,0.331556758593736
IL_2023_0796c389bd28648002b830023411db94.html.gz,HUMAN,0.1889233978977
IL_2023_08678b1a8d025a477ebf3b85238a6d36.html.gz,HUMAN,0.1877379821447632
IL_2023_0a5e7beda61612d1a3c0b6947f7f0cd8.html.gz,HUMAN,0.20281574451768694
IL_2023_0bb1e71d6131186558acc888d28edd57.html.gz,HUMAN,0.19605568587342237
IL_2023_0bff6de40fb336980adc26b599c16666.html.gz,HUMAN,0.22080633439158223
IL_2023_0ccfdb8b3440a1850302bbf18162ba04.html.gz,AI,0.6045956145317203
IL_2023_1024b753d083809cd87a0cc8ee6ff590.html.gz,HUMAN,0.2187439439394348
IL_2023_1074b8d9c1bb07d4919fe1b221fc7ad2.html.gz,HUMAN,0.21408874438587297
IL_2023_1202562ed43a432166b861c8355d4a04.html.gz,HUMAN,0.3400455457541809
IL_2023_1797f914daf3177a621ffef58f6fbebf.html.gz,HUMAN,0.19323407071283583
IL_2023_17bc7ef44fce7bfd8112a48ab311fd2f.html.gz,HUMAN,0.23289191488378813
IL_2023_180ab96de20159dccbdfa141fbcb7c38.html.gz,HUMAN,0.19401937598381697
IL_2023_17d11af24993039b80d3fadbf23deaa9.html.gz,HUMAN,0.2501663607196286
IL_2023_1b4f18dd64a15abb1007114ac55f10af.html.gz,HUMAN,0.2590013672009256
IL_2023_1afec8a9fb5cbab59a1afe33a4eff7d7.html.gz,HUMAN,0.23657134581253347
IL_2023_1b8e4071248978b3cbb7591688ad9f5d.html.gz,HUMAN,0.18763638336768626
IL_2023_1bb9855109c203b380546f499ab6cf46.html.gz,HUMAN,0.19968452193471947
IL_2023_1c09a4926b49a5918c444e6638c42c4a.html.gz,HUMAN,0.1898868455224577
IL_2023_1c30d51e1dee880a7d29f20faf20d8c8.html.gz,AI,0.5362832907374011
IL_2023_1d8af94ef2333ab6f3c1cdcbf0d48cdf.html.gz,HUMAN,0.1951897971370398
