File,label,score
AL_2023_0b5da160866c0719c73cdc06d2509102.html.gz,AI,0.6833176672698624
AL_2023_16f4c93333e262922244fa61852033de.html.gz,HUMAN,0.2694578213028381
AL_2023_0ff3659caa286c42b47e271f09aa174e.html.gz,AI,0.7362297328659543
AL_2023_15919dd5e8412a05183c1e476a02e481.html.gz,HUMAN,0.1954903424794424
AL_2023_0a6e53f26caa100686075e594d6816a9.html.gz,HUMAN,0.24688190031500215
AL_2023_189d5593e36badb8deb06cd40e77634e.html.gz,HUMAN,0.2046409664869117
AL_2023_1c34a2a1ddf6d7dcdc242eb717f70ec2.html.gz,HUMAN,0.2813857184097849
AL_2023_1913ebad8c07467822e02601e2f44472.html.gz,HUMAN,0.19555488864499623
AL_2023_1df98287be99fd0c686aecd1d51e0f89.html.gz,AI,0.504468076544356
AL_2023_2842609c91c6e0052f122fae70502658.html.gz,HUMAN,0.33202252770729673
AL_2023_2d0e32aad20f5d30ed92efce49de1a28.html.gz,HUMAN,0.2019901010081518
AL_2023_2d997a632be4e3f0a76338326ba64d30.html.gz,HUMAN,0.32155329091636725
AL_2023_2e96734cff51478e065c7d316e06444a.html.gz,HUMAN,0.4529743516836278
AL_2023_2f2ef1e24744461b6ca176dd311edbd0.html.gz,HUMAN,0.18823699084049433
AL_2023_2faf6d60ee44ef93b209f54faa360c98.html.gz,HUMAN,0.1879892963749532
AL_2023_2fe2b61bc0915dc0ddef502ed9fe50ab.html.gz,HUMAN,0.38526921816373405
AL_2023_3163062c8ab837e580c638b63d63ac8f.html.gz,HUMAN,0.20067038467422035
AL_2023_34c21dd90a4cffcb412506c6811330d7.html.gz,HUMAN,0.1986369266408497
AL_2023_3871b64025d9924c8716f8d9028ff36a.html.gz,HUMAN,0.19894953559603112
AL_2023_3b1ee01bcafc8abc07a04f7a4a18b65a.html.gz,HUMAN,0.2701472106804472
AL_2023_415a8199243170f7304654822eeeaaec.html.gz,HUMAN,0.1883089862523034
AL_2023_41685c038d60fabc08c35b185fb2951c.html.gz,HUMAN,0.2211701391355573
AL_2023_4287ed87745905e9f83449548ec5b3ab.html.gz,HUMAN,0.20830421583897088
AL_2023_46e3218ad54988c3929de45a1b4ba62b.html.gz,HUMAN,0.1909200006585079
AL_2023_49dc22c1ae553b1c1823f7c00430a52a.html.gz,HUMAN,0.18845111420051844
AL_2023_4b728ba50abe808117827b2cf8afd20f.html.gz,HUMAN,0.20759397287727555
AL_2023_4b9c908dc5b29087837faa300971b48c.html.gz,HUMAN,0.25535126924649715
AL_2023_4be3702d15f68eef380bcc6194337d37.html.gz,HUMAN,0.1937733626067874
AL_2023_4d179ef2ce7f129ca75466385aa821a6.html.gz,HUMAN,0.23944520889918938
AL_2023_4d4ad89b24535785eaacd5a3a3cd2cb0.html.gz,HUMAN,0.41988037126105937
AL_2023_4d5df25376c4f95d8cc5ad74d6c29281.html.gz,HUMAN,0.24330550517100352
AL_2023_4f17c454976a3030c1c32536579266da.html.gz,HUMAN,0.22247295874619788
AL_2023_544a8c5adb4616e0d0ba1e350492a8de.html.gz,HUMAN,0.3146896841370613
AL_2023_5cb3057c38b8e187126d4b81f382b8de.html.gz,HUMAN,0.18747618218214954
AL_2023_625a9b22c43015e21fed4ef94ba8f898.html.gz,HUMAN,0.21559297830834417
AL_2023_688fedc60585873c80bc865e91991815.html.gz,HUMAN,0.38019626594205436
AL_2023_69c32efbb3a2fc6e811c987391d0252f.html.gz,HUMAN,0.23902071675896572
AL_2023_6a6a92191d576a8e70f50fb23dcca937.html.gz,HUMAN,0.33812252343825516
AL_2023_6c803cef4a17e84461d68876b159eecb.html.gz,HUMAN,0.18817359447125012
AL_2023_754899a79e8bd4a345b2838062d28b89.html.gz,HUMAN,0.25840928302740995
AL_2023_7d9fe21ad1e8fe1a12201b3a40b2c85d.html.gz,AI,0.5576983558285006
AL_2023_7eb7d70134c7da4d48c16798ee266934.html.gz,AI,0.6825410299836076
