File,label,score
AL_2024_03fe5c094df173d4831a3b175a52cab3.html.gz,HUMAN,0.19009992948642165
AL_2024_029e775d2c84b6c2195257efe2493263.html.gz,HUMAN,0.45770120265354236
AL_2024_05f890323e67252ef345d04daf7bea8b.html.gz,HUMAN,0.26160078607393467
AL_2024_10bc468913441086a4dbfff68efabcc8.html.gz,HUMAN,0.19009992948642165
AL_2024_0bc87f384b9d65cdfb933a85a7754e68.html.gz,AI,0.5507735124909511
AL_2024_0b777a7c14c709ed2a44ddfc5ed2e33f.html.gz,AI,0.7079303032801174
AL_2024_195b11a11729c352b6d367559ad58592.html.gz,HUMAN,0.18850315184266997
AL_2024_13c7275e398498236d51a2a202dbd9ed.html.gz,HUMAN,0.3037259378925775
AL_2024_13b15d3b3ccd50d29344cb2fd3fd8872.html.gz,AI,0.6551503092376255
AL_2024_20c2baa2d1f0a035f51a1aaec9b11967.html.gz,HUMAN,0.22863747973985338
AL_2024_21c7204fbb0905aa926d25c75aed3a37.html.gz,HUMAN,0.23831159764056045
AL_2024_28f83e0471005b17399b008b230f9cd9.html.gz,HUMAN,0.254066411344406
AL_2024_2d3d0277257647cf22788c43f10d5914.html.gz,AI,0.8067144430410779
AL_2024_296321c487140375e00b1ca5ee1acb05.html.gz,HUMAN,0.31096877435225134
AL_2024_2da4b81f86ec64061497422b5154039c.html.gz,HUMAN,0.204213217678736
AL_2024_2f8b7bd3178c244c021fa7499fbd1912.html.gz,HUMAN,0.20911454910450838
AL_2024_3495df62f7e65b727f02108129758cb4.html.gz,HUMAN,0.20270564786824652
AL_2024_306cab1389950615b06c988ad7e7849e.html.gz,HUMAN,0.22605970011728713
AL_2024_34a4c63e2754150814f99af0f59ebd87.html.gz,HUMAN,0.43971006823300224
AL_2024_3800644dbf9c1401cbbeea56b045c4a6.html.gz,HUMAN,0.2984038834735151
AL_2024_363dbfdc56828826a396473059fc8541.html.gz,HUMAN,0.3212911828329988
AL_2024_3e1d42ab7aa2377261f8ee45c3abbcbb.html.gz,HUMAN,0.31846727842186484
AL_2024_39ba82fe06725529f238f6e6c22e73b5.html.gz,HUMAN,0.20489989123562968
AL_2024_3a8c22d85727c499ee0d999e001eb52b.html.gz,HUMAN,0.23657134581253347
AL_2024_3fef9b8053be2666dfe05fe9dc08bd99.html.gz,HUMAN,0.23244404620128373
AL_2024_424c0663d2859df400535d33fefd0ec9.html.gz,HUMAN,0.18881681187399635
AL_2024_3fc99c9e27eda7b1caa05d04e268e92f.html.gz,HUMAN,0.18755950638546529
