Link,Score,Prediction
MT_2024_3a5359aa0675e3b829af7808da55f718.html.gz,0.95652174949646,Most likely human-generated
MT_2024_4199720eeda772e005f4c331f4bce62b.html.gz,0.9788732528686523,Most likely human-generated
MT_2024_4b418b52101c4941b30976e241ec5f72.html.gz,0.9555555582046509,Most likely human-generated
MT_2024_4fe0249f660cf3462ebba1e48633d8cf.html.gz,0.915032684803009,Most likely human-generated
MT_2024_8e4b289511da2f61b37ae89c674666b1.html.gz,1.0327868461608887,Most likely human-generated
MT_2024_b185eb8d6bb2da2fc037537a81916b83.html.gz,1.0370370149612427,Most likely human-generated
MT_2024_c4f286c6056ff829d83892be351411ce.html.gz,0.9554139971733093,Most likely human-generated
MT_2024_d265c833c0f4087b387385b6935068ce.html.gz,0.9710144996643066,Most likely human-generated
MT_2024_d9627cb91c91ad743134ea1b8d2ef512.html.gz,1.0057142972946167,Most likely human-generated
MT_2024_deefe8293a7e4f356459145dd3431803.html.gz,0.9160584211349487,Most likely human-generated
MT_2024_ee357ef497ab4832c9975e6bb2a721e9.html.gz,0.915032684803009,Most likely human-generated
MT_2024_f50520fdc182844df1737e2752fcf2fe.html.gz,0.9685534834861755,Most likely human-generated
MT_2024_fdb2005901f9095186da4ca0d0c039c6.html.gz,0.9722222089767456,Most likely human-generated
