Link,Score,Prediction
NE_2022_13d58a62f125f1790db5c58bac30c561.html.gz,1.0069444179534912,Most likely human-generated
NE_2022_26bfe9c111d25324eea7d6a60df8e366.html.gz,0.9804878234863281,Most likely human-generated
NE_2022_626343c752c8c4321169d94acdda2c43.html.gz,0.9589040875434875,Most likely human-generated
NE_2022_9232dc03ca903c259aa001efb7001efd.html.gz,0.7682119011878967,Most likely AI-generated
NE_2022_96575adc6781c48e43fc565d9d34a694.html.gz,0.93359375,Most likely human-generated
NE_2022_c09eeee3f1d9a05a4a602f548e532200.html.gz,1.0258064270019531,Most likely human-generated
NE_2022_cc09afb8b37112a08855d51d24cb6ad7.html.gz,1.0076335668563843,Most likely human-generated
NE_2022_dd9e31519688c3b6a08444356e163bbe.html.gz,0.9818181991577148,Most likely human-generated
NE_2022_e5a97c4f311a656b5e826b18dface885.html.gz,1.010928988456726,Most likely human-generated
NE_2022_fcdee5cde216cf2973293f37d53dd511.html.gz,1.010928988456726,Most likely human-generated
