Link,Score,Prediction
IA_2022_0233fe82bff64b0bbf3eb584ea052080.html.gz,1.0357142686843872,Most likely human-generated
IA_2022_077a536e13768acf5f1e589fe971838b.html.gz,0.9716312289237976,Most likely human-generated
IA_2022_0a40132298563c8afeeb5e2065bbfbb6.html.gz,0.9733333587646484,Most likely human-generated
IA_2022_0ba048ec607599740a22125aca7b361c.html.gz,1.0,Most likely human-generated
IA_2022_0bad479a3c69226fcb74e0a73c251cc6.html.gz,1.0,Most likely human-generated
IA_2022_0dca990dfc34311fd07b8d3adc816ae0.html.gz,0.9620253443717957,Most likely human-generated
IA_2022_0fae74635e16551f69d26c552290f3de.html.gz,0.9939393997192383,Most likely human-generated
IA_2022_106e2029236f24df74fc6492f6c95fa3.html.gz,0.951724112033844,Most likely human-generated
IA_2022_11aa9e9e4ec5d54f299fb1268ff09799.html.gz,1.097744345664978,Most likely human-generated
IA_2022_1b22e13936f3ce211b44082727884333.html.gz,1.045714259147644,Most likely human-generated
IA_2022_1b4ac08c6db4ed2c8ea0e00acafb56db.html.gz,0.9842519760131836,Most likely human-generated
IA_2022_2228821dda426d7d67c09e1ae46614a3.html.gz,1.059259295463562,Most likely human-generated
IA_2022_23469dab1dc83c408862b9ef29980881.html.gz,1.0365296602249146,Most likely human-generated
IA_2022_271b4ee99c1deb7b5624b0a6b3e4090b.html.gz,1.0335570573806763,Most likely human-generated
IA_2022_2c879f314ed7930d9275774fbd35f3bc.html.gz,1.0137931108474731,Most likely human-generated
IA_2022_2d97019f1d0b3a114425590bb08e739f.html.gz,0.9937888383865356,Most likely human-generated
IA_2022_2d98260e8a0bd5dafaac7d71000e48f9.html.gz,1.0355029106140137,Most likely human-generated
IA_2022_324f7cbcd8258ab5b43d9e3b3b402fa1.html.gz,1.013157844543457,Most likely human-generated
IA_2022_37199b45f33e73902f9ef67074e2c158.html.gz,0.9890710115432739,Most likely human-generated
IA_2022_3b78691bcaf6fc374b3dcec617927bb4.html.gz,0.9729729890823364,Most likely human-generated
IA_2022_3db9dbbcb0e672e3264a91d213bacfaa.html.gz,0.95703125,Most likely human-generated
IA_2022_3e9885274493f236a4e396ab699cf1b9.html.gz,1.04347825050354,Most likely human-generated
IA_2022_43ed0e0fa814b0e0a0949634677cea36.html.gz,0.9724137783050537,Most likely human-generated
IA_2022_473ace80830047cea7c422907a6acfa5.html.gz,0.9935064911842346,Most likely human-generated
IA_2022_496d4bd2ed7ea5bdae08831f0706b77e.html.gz,1.0,Most likely human-generated
IA_2022_4d667452ac3d0359e9d2e474c996dd33.html.gz,0.9503546357154846,Most likely human-generated
IA_2022_4f570684a17eb4989c437b76b02e446e.html.gz,0.9621848464012146,Most likely human-generated
IA_2022_4f5cd89c9321e015012528abc79116d8.html.gz,0.9929577708244324,Most likely human-generated
IA_2022_51f3c736e2d4892f1e9405e6c8ec85a6.html.gz,0.9707112908363342,Most likely human-generated
IA_2022_543eef36cae6131cc472c08a885c74ea.html.gz,0.9613259434700012,Most likely human-generated
IA_2022_55147acef39f4ddc727120d2955ed2cf.html.gz,0.9689922332763672,Most likely human-generated
