Link,Score,Prediction
NE_2021_0b70a58ef0c4d0c0aa9daf26f9242661.html.gz,1.0,Most likely human-generated
NE_2021_2811508b9b4d1ae942a0b6a2c8391fae.html.gz,0.9034482836723328,Most likely human-generated
NE_2021_4091c1cf9acba33dc4f0f457bfd79560.html.gz,1.0441176891326904,Most likely human-generated
NE_2021_44189f3576448bfe5db2e2b5c17655c1.html.gz,1.0927152633666992,Most likely human-generated
NE_2021_4b7fdabe97b3d7374d4bcf10dd19b536.html.gz,1.0328638553619385,Most likely human-generated
NE_2021_65b27b6864f0c7c4c6f4bb5fe965b947.html.gz,1.0064102411270142,Most likely human-generated
NE_2021_8a8a83447ef65339e0500521e5e12d7c.html.gz,0.9929577708244324,Most likely human-generated
NE_2021_8adce2a1bc3373065a2c757e1d4837c4.html.gz,0.9879518151283264,Most likely human-generated
NE_2021_8db92621fe55f181340a6e3727f77b65.html.gz,1.0536912679672241,Most likely human-generated
NE_2021_e4e87db37c9df54614eebc03d0cf27b8.html.gz,1.0423280000686646,Most likely human-generated
NE_2021_f069662446cf28933eedac72fcb6a554.html.gz,0.9876543283462524,Most likely human-generated
