Link,Score,Prediction
GA_2024_0214992f7e79d2f8809feb59ddfefb3b.html.gz,1.0071429014205933,Most likely human-generated
GA_2024_0bc5a451c3b6bb0edf6ac1bc0ce98eb3.html.gz,0.9571428298950195,Most likely human-generated
GA_2024_148360345652189be6ba8db987a77cf7.html.gz,0.9810126423835754,Most likely human-generated
GA_2024_1ae1b19e2332025cb4102168919ebce9.html.gz,0.95652174949646,Most likely human-generated
GA_2024_2405ed1f6ab5a2fd7df2546cecd51a8d.html.gz,1.0289855003356934,Most likely human-generated
GA_2024_25534a759f6520b5525ee23c867cf19f.html.gz,0.9477611780166626,Most likely human-generated
GA_2024_2d8333396137be7643beb504937ab9e7.html.gz,1.0140844583511353,Most likely human-generated
GA_2024_2d8abad5f25ee10facdec6be26342ece.html.gz,0.9807692170143127,Most likely human-generated
GA_2024_2e5e76345ed20f357221be21f5027983.html.gz,0.9824561476707458,Most likely human-generated
GA_2024_46fc610eadbc04d870aa3f448085acb1.html.gz,1.0597609281539917,Most likely human-generated
GA_2024_5169d11382193a24f36bac0e8145c8a6.html.gz,0.9883720874786377,Most likely human-generated
GA_2024_52e5858762f43f2d28e4565e0020cfdd.html.gz,1.091549277305603,Most likely human-generated
GA_2024_5ebb5a49cb4ee01b38907f6042e4c43b.html.gz,0.9656488299369812,Most likely human-generated
GA_2024_886353ef34267c909964b5f3382311f3.html.gz,1.044025182723999,Most likely human-generated
GA_2024_9df848038b1d5556635020a5af2ada4a.html.gz,0.9714285731315613,Most likely human-generated
GA_2024_a1d5159e1397a41290cfa697547687b2.html.gz,0.9842105507850647,Most likely human-generated
GA_2024_aa58de766f377a8f48966eff0e007d1c.html.gz,0.9960317611694336,Most likely human-generated
GA_2024_be408d48a63874651f2f15ff9c8a0c82.html.gz,0.9797297120094299,Most likely human-generated
GA_2024_c48d698e35c6d8658b3c7690a6308693.html.gz,1.0666667222976685,Most likely human-generated
GA_2024_db69b2909196a0d09e1e8c221f4f89b3.html.gz,0.9333333373069763,Most likely human-generated
GA_2024_ee2507e8348d9910aafe53ca1ed0a847.html.gz,0.9805194735527039,Most likely human-generated
GA_2024_f2eef512ca23363a295f104f5e5227b1.html.gz,0.9490445852279663,Most likely human-generated
GA_2024_f3b3663083192706eb98612c25c13910.html.gz,0.9512194991111755,Most likely human-generated
GA_2024_fe83928fa57fec143dcdc5fc1822e513.html.gz,1.0072993040084839,Most likely human-generated
