Link,Score,Prediction
AK_2020_08a77c0a05bf0182aa8ff2ceec5df90f.html.gz,1.0052083730697632,Most likely human-generated
AK_2020_0a4bf98bd9d44237f601229845b368be.html.gz,1.0138888359069824,Most likely human-generated
AK_2020_213bf6aba3b8b466ebcc88c0e1bba8cf.html.gz,0.9411764740943909,Most likely human-generated
AK_2020_30b384d229b30a1ac746e00ebc44aed0.html.gz,0.9316770434379578,Most likely human-generated
AK_2020_432325cc4e461be4f57e6ac28ec38533.html.gz,1.011173129081726,Most likely human-generated
AK_2020_4ce134c40cf0c13e29f7d913d940c0e7.html.gz,1.0282485485076904,Most likely human-generated
AK_2020_5a4f4bfa38a6c3590e898a69b27e9423.html.gz,0.9815950989723206,Most likely human-generated
AK_2020_794fcc247051ed8a1af6d4df2be4149e.html.gz,1.0177514553070068,Most likely human-generated
AK_2020_93c997ec22c2263f8f8fcf26cce56a04.html.gz,0.9358974099159241,Most likely human-generated
AK_2020_f87d7d8672334c940d8a74a8a6668fbe.html.gz,0.902877688407898,Most likely human-generated
