Link,Score,Prediction
IA_2020_016a21f9cd583418aab362bc7487e489.html.gz,0.9399999976158142,Most likely human-generated
IA_2020_01a20ce310fe5d04f3046ec8ccc5fba2.html.gz,1.005494475364685,Most likely human-generated
IA_2020_01d3856e268057d0e82572d7d111d662.html.gz,0.9457364082336426,Most likely human-generated
IA_2020_030283f9ae5d447ae68ba9bcf622f67a.html.gz,1.0,Most likely human-generated
IA_2020_033f623f49c73c208ddaf8c504b17b6d.html.gz,0.9581151604652405,Most likely human-generated
IA_2020_03ad189dd09336547dce4ed8b5fcb25c.html.gz,1.0060241222381592,Most likely human-generated
IA_2020_03d5bce4aea7ab7e5df88971db2c02b0.html.gz,1.0230768918991089,Most likely human-generated
IA_2020_06adbd53ac2ae367cbecc4540e49dc19.html.gz,0.9715447425842285,Most likely human-generated
IA_2020_085197b4c14d3e343836068d8b2534fd.html.gz,0.9240506291389465,Most likely human-generated
IA_2020_08b0fa1ff7ffd2d75796c148539ee569.html.gz,1.0,Most likely human-generated
IA_2020_092db8ddf71af29a11056187c4d35cc5.html.gz,0.9935483932495117,Most likely human-generated
IA_2020_0fb7814081a46c5ed8ab06500b552a24.html.gz,1.0123456716537476,Most likely human-generated
IA_2020_11d527289e9aa2386f119d01c9049614.html.gz,0.9924812316894531,Most likely human-generated
IA_2020_12104157c262f6119775ff17c74f58ad.html.gz,0.9419354796409607,Most likely human-generated
IA_2020_15feae7cbb0edc228c0e22170569ebf7.html.gz,0.9862068891525269,Most likely human-generated
IA_2020_18db075c0a2e3769fe4ca0340adc3edb.html.gz,1.0117647647857666,Most likely human-generated
IA_2020_19cf2dad96b43a324e19d921ef27d21d.html.gz,0.9420289993286133,Most likely human-generated
IA_2020_1b191167d0720bd1bb704b553ba568c0.html.gz,0.9455782175064087,Most likely human-generated
IA_2020_1fe31a9cf8c62283fc3de9feb75272b8.html.gz,1.0,Most likely human-generated
IA_2020_23e3d28f5692fef2b1346191af958b84.html.gz,1.0263158082962036,Most likely human-generated
IA_2020_2657c9dedaf7193d55b4993c8bc534ad.html.gz,0.936170220375061,Most likely human-generated
IA_2020_27bcc2c60e536db39e29fce0176a1ed3.html.gz,1.012738823890686,Most likely human-generated
IA_2020_287ea8a7d7854bc134f7feac5259237f.html.gz,1.0176470279693604,Most likely human-generated
IA_2020_299fc4f72034432211fd3b3b0924b4f7.html.gz,0.9871794581413269,Most likely human-generated
IA_2020_2b4a37bfbc0fa5150c1665ce9341fc6f.html.gz,0.9918699264526367,Most likely human-generated
IA_2020_2e9aee8e3ac5ff2913b22812b1993a39.html.gz,0.9530201554298401,Most likely human-generated
IA_2020_2f78bf2b8c7b22a1479888e19a87cbfb.html.gz,0.9621211886405945,Most likely human-generated
IA_2020_33890eb8aa1f48ba94a697781f91700e.html.gz,0.9813664555549622,Most likely human-generated
IA_2020_359f386285fa658aa97c1a82fe1159d0.html.gz,0.993630588054657,Most likely human-generated
IA_2020_369db9216cf108579c01daf77e855ebd.html.gz,1.0,Most likely human-generated
IA_2020_372a499117b32e582e3af4ab443fde81.html.gz,1.0,Most likely human-generated
IA_2020_37501081b911fc1fae4e93c1fdc23f6f.html.gz,1.0636942386627197,Most likely human-generated
IA_2020_3c31ed2878db1be89dd1c699e321b594.html.gz,0.987261176109314,Most likely human-generated
IA_2020_3d312e6d79d257faf7a9794d683351f0.html.gz,0.9576923251152039,Most likely human-generated
IA_2020_414488444c2461b1af61476edbef990f.html.gz,0.9440559148788452,Most likely human-generated
IA_2020_4251b34a06ace603cbe068b0198f0e37.html.gz,1.1006711721420288,Most likely human-generated
IA_2020_4396921f67e639d2896372e9ec001431.html.gz,1.0308642387390137,Most likely human-generated
IA_2020_43f4b48043a3d0f0790955a3ce4cd6cc.html.gz,0.9938271641731262,Most likely human-generated
IA_2020_442a2f9e006c6b14ed6d149ce773a6ef.html.gz,1.0370370149612427,Most likely human-generated
IA_2020_45ec9c0617a4b917c4f42cacae9119f7.html.gz,0.9491525292396545,Most likely human-generated
IA_2020_4820eccdd33d0ba1eb3b142e7fa129b8.html.gz,0.9718309640884399,Most likely human-generated
IA_2020_4d7ce9dd732ddd08eff5a4a1befd119c.html.gz,0.9496402740478516,Most likely human-generated
IA_2020_538c519c70f5135a97b62c89dcdc912f.html.gz,1.0268456935882568,Most likely human-generated
IA_2020_54309ba3633292d9f6160b0f353191ba.html.gz,1.0064102411270142,Most likely human-generated
IA_2020_5500d89a6f1f995636cd30e6c2781f09.html.gz,1.0377358198165894,Most likely human-generated
IA_2020_56a2838907aa352342a8ad0bdb833a34.html.gz,0.9477611780166626,Most likely human-generated
IA_2020_5a33c73b43c85cc94c7f7cd6085cf9e5.html.gz,1.0872483253479004,Most likely human-generated
IA_2020_670404ba539dcd22be2c3f4e44908afb.html.gz,0.9797979593276978,Most likely human-generated
IA_2020_67a0f9df6f0ebe2bea3212aa3ffac9f4.html.gz,0.9637096524238586,Most likely human-generated
IA_2020_6a1f6fdc3be2e2fdbb6b58446c6eb2a7.html.gz,0.9078013896942139,Most likely human-generated
IA_2020_6b2f53d8947389f0f9da57c269035a3b.html.gz,0.9851852059364319,Most likely human-generated
IA_2020_6e0ff50d72f9944ca12ccbc9771a2700.html.gz,0.9776119589805603,Most likely human-generated
IA_2020_6f9fedcbcea6abcfbffdc940a5490e99.html.gz,1.0053476095199585,Most likely human-generated
IA_2020_7191e2529aa5a26a59709ce8662e6369.html.gz,0.957317054271698,Most likely human-generated
IA_2020_719a10538777ef87cb01d0c1ee87b567.html.gz,1.0,Most likely human-generated
IA_2020_7cea3bea943aadb4c145b400db195199.html.gz,0.9701492786407471,Most likely human-generated
IA_2020_7d0bb6fbcc5a5592457c3d8e2ac5710b.html.gz,1.0365853309631348,Most likely human-generated
IA_2020_7e2d4e34e39de89dd760648ac29a844f.html.gz,0.9282700419425964,Most likely human-generated
IA_2020_85ea9587f9d7f33a45d051b7715f4dd3.html.gz,1.0139859914779663,Most likely human-generated
IA_2020_8a758709b758c9af0eac0965fb3e0f27.html.gz,1.0063694715499878,Most likely human-generated
IA_2020_8e838e91ad34c049073fbdd307afac7c.html.gz,0.9785714149475098,Most likely human-generated
IA_2020_8ff713bd6b2d4f56996d020459d791ea.html.gz,0.9941860437393188,Most likely human-generated
IA_2020_9053a8e5e0042bbf003304771bcd2abf.html.gz,0.926174521446228,Most likely human-generated
IA_2020_915dcdef41a88d547e4ac8bf6e542008.html.gz,0.9878048896789551,Most likely human-generated
IA_2020_92c2cd42c979c29708af2d4e323901d9.html.gz,1.0529801845550537,Most likely human-generated
IA_2020_94688de0790a92b2dbed893cb889a7d5.html.gz,1.0139859914779663,Most likely human-generated
IA_2020_94be023abc2f3c52d367450c2e941f52.html.gz,1.1004016399383545,Most likely human-generated
IA_2020_94de0be2fe2193038b07625c89a8808e.html.gz,1.0205479860305786,Most likely human-generated
IA_2020_9804745a6f5e0b8439ed3398a42014dc.html.gz,1.0064516067504883,Most likely human-generated
IA_2020_9809341a4e46e3d4df48ada4b23229e4.html.gz,0.9819276928901672,Most likely human-generated
IA_2020_997e56d3bf2f4f6ee3b283056823261c.html.gz,1.021897792816162,Most likely human-generated
IA_2020_9c3f2e3342b612e14b4ecab9fb76d80d.html.gz,1.04347825050354,Most likely human-generated
IA_2020_9e411a749da8c14f2bbf43fa222ae241.html.gz,0.9666666388511658,Most likely human-generated
IA_2020_a3a24ac8e9e206c136f7e02cf617279d.html.gz,0.9642857313156128,Most likely human-generated
