File,inputText
suffolknewsherald_2022_177,"Published 5:28 pm Tuesday, February 8, 2022ByStaff ReportsBy Nathan RiceI completed a child abuse recognition and prevention course recently. Those courses are always hard to view, but I’m grateful that organizations and the government strive to help those who work with children better understand and recognize all forms of abuse.All sane and moral people agree that child abuse is reprehensible. Child abuse is outlawed, offenses are taken seriously, and the government has plans to assist abused children. Likewise, many organizations aim to help children who are victims. It’s good that we take child abuse seriously. We should. It’s horrendous.However, there is a terrible trend in our country today that we don’t call abuse, but that is inflicting untold damage to children. It’s a trend that has been happening all around us, and it is largely overlooked. In many cases, it’s even become acceptable.This trend is parents who live with their children but place no effort into raising their children into responsible adults. Kids are treated as roommates more than young lives that need shaping.Parents who fall into this category often make sure their children have food to eat, clothes to wear, and a house in which to live. Therefore, it can seem like everything is OK, but a deeper look shows a sad and unfortunate reality.Kids who fall into this tragic category have food to eat, but no one to teach them about nutrition, make sure they are eating properly, teach them how to cook or sit around the table with them for a meal.They have clothes to wear, but no one to help them prepare for the day by considering the weather or the climate of the locations they will be visiting.They have a house, but there is no home in which they are surrounded by adults who guide them, teach them, protect them and discipline them.There are parents in the home, but the children are orphans. They grow up, but they are never raised. This tragedy appears to be growing exponentially, and it’s being largely ignored.There are many reasons this problem is growing, but a few stick out to me.Many view children as little adults who should be allowed to make every decision for themselves without the interference of others. This is wrong. Children are developing physically, emotionally and mentally. They need parental guidance, including rules, discipline, structure and love. Children are not yet capable of making every decision for themselves. It may sound like a kind and gentle gesture, but, in actuality, it’s abuse.Sometimes, like with other forms of abuse, adults place themselves above the wellbeing of their children. Free time, pleasure and entertainment for parents take priority over children.The most tragic of reasons for this type of abuse is that some parents, who themselves were orphans with parents, have no idea of what children need, causing this tragic cycle to continue.We, as a country, must recognize and help fix this problem, but we cannot take steps to help until we acknowledge the tragedy of children who are orphans with parents.Nathan Rice is a Hampton Roads native and can be reached at nrice@abnb.org.On Saturday, September 7, 2024 at Kornblau Field at S.B. Ballard Stadium, the Old Dominion Monarchs will host…The MLB schedule today is not one to miss. The outings include the Los Angeles Dodgers squaring off…Corbin Burnes will toe the rubber for the Baltimore Orioles (79-59 on Monday, September 2 against the Chicago…Gunnar Henderson and the Baltimore Orioles will attempt to defeat Luis Robert and the Chicago White Sox when…Ezequiel Tovar and the Colorado Rockies take the field on Sunday at Coors Field against Cole Irvin, who…"
hawaiitribune_herald_2022_3,"Tuesday, Sept. 03, 2024|Today s Paper|76.748°The wake of an election in which millions of Americans in diverse districts nationwide made their voices heard is the perfect time to remember: While increasing numbers of Americans may spend ever more time online, whether on Twitter or YouTube or Facebook or even (ugh in the metaverse, in the ways that matter most, we continue to be rooted here in the real world.Our kids go to local schools; we worry about local crime trends (or don’t ; the local weather spoils our weekend plans; our laws are shaped by local officials. The work-from-home revolution notwithstanding, more often than not we work in jobs dependent on the local economy. We root for local sports teams and find inspiration in local culture. If we ever took any of this for granted, the COVID-19 pandemic and its painful dislocations should’ve set us straight.One of the most powerful forces that hold our communities together is local news. It is as essential as ever — but more threatened than ever.For decades now, Google, Facebook, Twitter and other online platforms have been clobbering outlets across the country that first and foremost serve their towns, suburbs and cities. Leveraging anticompetitive practices, they have profited off the journalism that reporters and editors work long hours to produce, in the process essentially cornering the market on online advertising, leaving those who get the news fighting over scraps.The math is grim. Over the last two decades, U.S. newspaper circulation has dropped by half. The vast majority of U.S. counties with no regular newspaper are in rural areas.After years spent lamenting the state of affairs, Congress finally, finally has a plan to bolster these outlets — print, broadcast and online alike. The Journalism Competition and Preservation Act would create a six-year “safe harbor” from antitrust laws for media companies so that they can collectively negotiate the terms under which their content is distributed online.Reset the table. Shift the balance of power. Do it in this lame-duck Congress. Give local media a fighting chance.— New York Daily News"
suffolknewsherald_2022_17,"Published 1:13 am Saturday, August 6, 2022ByStaff ReportsBy Myrtle ThompsonColumnistNo one doubts we are today in an era of changing times.The 21st century dawned in 2001. The fast-moving past two decades are like a picture of the nearby ocean as it rolls in and out. The water left behind is soon swallowed up and only sand is left until the next wave overtakes it. A visual image can capture the scene.Such is our vague reminder of history, both as we daily experienced it in the past and as it was written down for us in the Bible. We do well when we remember that God has never lost control of what he planned from the beginning of creation. He set down laws but changes through the millennia often left the prophets and the people wondering what would happen next, just as we are left wondering in our day.Like Israel and Judah in the millennia before Christ, we have become a divided nation, politically and morally. Both they and we once believed God gave us the blessings of the land, but in time he became an unwanted guest. The desire for his just laws as found in Leviticus and Deuteronomy are no longer appreciated as authority for a better life. A younger generation is a changed generation politically and morally.Proposed changes in our Constitution along with changes in word usage and meanings, body and body language, civility and law are all proliferating. The words “transition” and “transitioning” are reminders our culture is changing and with it a change in language.Referring to a baby as a fetus when it is being destroyed tends to “soften” the reality until we realize more than 62 million of them die that painful death each year. If the emphasis was placed on the human “intervention” — how that baby came to be — it might bring on some changes in our thinking. God’s plan was love for babies. Even the non-human creation understands that and lovingly cares for its young.Biblical world history tells us what we can expect when we reject God. Almost 3 millennia ago Assyria captured the 10 tribes of Israel and took them out of their land. We know little of their scattered records. Judah and the remaining two tribes had a moment of repentance before they returned to sinful ways and were overtaken by Babylon. The land was decimated. The Medo-Persian empire was the home of Daniel when he wrote about future events and coming kingdoms.In the BC/BCE era between Malachi and Matthew, a conqueror named Alexander the Great led Greece into victory until his exhausted army was stopped in India, sometime around 300 BC. Rome was the next world ruler of prominence.Not all changes were bad, but with power and brutality came weapons of hatred, not peace. The world was still in turmoil, its leaders vying for political and religious control when Jesus was born.Jesus’ message told those who listened how to make changes. They had to give up the right to themselves. “You must be born again,” he said (John 3. It was his willingness to die for our sins that can bring the needed change, but there can be no drive-thru experience. Our trust in God for change must be a firm commitment to what he has planned.In God’s economy there is never a road for turning back. God will forgive our sins if we ask, bringing the change of eternal life.The aspirations and inspirations we had for this 21st century are now outdated. Future historians may regard the phenomenon that was America just a relic of the past. The illusion that we can battle anything without God is destined to fail.Our own BC (Before COVID-19 era — like the one before Jesus came — was changed by king COVID-19’s domination. We desperately need to turn our hearts and lives back to God for our salvation from the evil that seems determined to undo us.It will come only when we ask his forgiveness for our sinful ways. A praying people will have his peace, if not unity.Myrtle V. Thompson is a Suffolk resident, a Bible teacher, writer and an author. A book about her life, “Living in Villages, Visiting in Palaces,” is available through Amazon. Her email address is mvtgrt@gmail.com.On Saturday, September 7, 2024 at Kornblau Field at S.B. Ballard Stadium, the Old Dominion Monarchs will host…The MLB schedule today is not one to miss. The outings include the Los Angeles Dodgers squaring off…Corbin Burnes will toe the rubber for the Baltimore Orioles (79-59 on Monday, September 2 against the Chicago…Gunnar Henderson and the Baltimore Orioles will attempt to defeat Luis Robert and the Chicago White Sox when…Ezequiel Tovar and the Colorado Rockies take the field on Sunday at Coors Field against Cole Irvin, who…"
suffolknewsherald_2022_198,"Published 5:18 pm Tuesday, January 18, 2022ByLetters to the EditorTo the editor:Congratulations to Suffolk’s new police chief, Al Chandler. Virginia Organizing has been calling on Suffolk’s city manager to hire a police chief.Thank you, City Manager Albert Moor, for hiring Al Chandler as our new police chief. The leaders in the community look forward to working with Police Chief Chandler. Mr. Chandler has been working in the community since he was named interim police chief in 2020. The City of Suffolk residents are looking forward to seeing Police Chief Al Chandler establish a civilian review board and build public trust with the people of Suffolk. That public trust is transparency in the department and police accountability.Tion AshbySuffolkOn Saturday, September 7, 2024 at Kornblau Field at S.B. Ballard Stadium, the Old Dominion Monarchs will host…The MLB schedule today is not one to miss. The outings include the Los Angeles Dodgers squaring off…Corbin Burnes will toe the rubber for the Baltimore Orioles (79-59 on Monday, September 2 against the Chicago…Gunnar Henderson and the Baltimore Orioles will attempt to defeat Luis Robert and the Chicago White Sox when…Ezequiel Tovar and the Colorado Rockies take the field on Sunday at Coors Field against Cole Irvin, who…"
minnpost_2022_118,"From local coverage to the presidential race, .The large social and cultural shifts that began after the murder of George Floyd – and the lingering economic impact of the COVID-19 pandemic – have some of Minnesota’s small businesses feeling left behind as economic recovery continues.Many small businesses still lack access to the support services they need to grow, hire and thrive in a changed economy. This limits opportunity and compounds the inequities that hold back small business owners.How we address income inequality depends on how well we support our small business communities. We know we must scale capital availability and provide small businesses with essential resources, particularly for BIPOC and historically underrepresented communities.We also know that Community Development Financial Institutions (CDFIs – nonprofit, mission-driven community lenders – are helping small business owners realize opportunities through community collaboration and partnership. These small business solutions – conceived and deployed by co-creation and community input – should foster inclusion for Minnesota’s communities and small businesses that have been historically under-resourced.Inclusion also means providing access and agency for these small business owners and communities. Entrepreneurs must be able to navigate the complexities of the small business support ecosystem and we must ensure we have the tools to help them succeed.That’s why we – as mission-driven, nonprofit organizations – have partnered to create a blueprint for changing the way capital and resources flow to Minnesota’s small business communities.The Minnesota Inclusive Growth Fund (MIGF or Fund is a new, collaborative small business financing initiative that provides small business loans and resources to for-profit businesses in the state of Minnesota.MIGF is the product of a unique collaboration between five leading Minnesota-based small business support organizations, collectively called the Catalyst Coalition. The Fund is designed to support long-term recovery, growth, and business resiliency in low-to-moderate income and underbanked communities.MIGF is designed to give Minnesota small business owners new opportunities for recovery and growth in the wake of transformative economic change. The Fund helps equip small businesses with the financing and technical assistance support required to meet the unique rebuilding and recovery needs of the communities they serve.The goal for MIGF is the near- and long-term success of the businesses that sustain communities and create economic impact in Minnesota. We want to see businesses remain open, creating good paying jobs and supporting their communities on a sustainable path toward greater resiliency.The Fund offers two types of loans for small businesses, one for businesses seeking working capital and another for growth-stage businesses seeking a loan for capital expenditures. To be eligible, small businesses must employ 20 or fewer full-time equivalent employees or have less than $3 million in revenue in 2019.In addition, businesses must have suffered a direct economic disruption because of COVID-19 or civil unrest in a way that has materially impacted operations, with an emphasis given to businesses located in low-to-moderate-income areas and under-resourced communities served by the participating mission-driven lenders.Small business owners can learn more about the fund athttp: www.mngrowthfund.com.This type of collaboration is an example of the transformational change we need to better support Minnesota’s small businesses. Without implementing collaborative, community-driven solutions like MIGF, persistent gaps in access and agency will continue to hold back Minnesota’s small business communities and make economic recovery more difficult.We have the opportunity and the will to do the hard work of improving access to both financial and non-financial resources in our small business communities. Together we can change the narrative and commit ourselves to helping increase economic mobility for all Minnesotans.Anisha Murphy, Esq. is vice president of Community Advancement, Community Reinvestment Fund, Gene Gelgelu is president & CEO of African Economic Development Solutions (AEDS ,Henry Jiménez, is the executive director of Latino Economic Development Center (LEDC ,Alfredo Martel is president & CEO of Metropolitan Economic Development Association (MEDA andWarren McLean is president of Northside Economic Opportunity Network (NEON ."
leoweekly_2022_49,"They cut taxes, big time. They agreed on the state’s basic policy document, the budget for the next two years, and much more And they did it a lot of it with little or no public scrutiny.That’s how the Kentucky General Assembly operates these days, in an era when Republicans rule unchallenged – and few journalists are on hand to witness the proceedings and ask the questions that can be the most important: How did this legislation get passed? And why?This column was started Tuesday night March 29 on the Senate floor, when your correspondent was the only journalist in the chamber, other than KET’s camera crew. You could watch it online, but you couldn’t walk around the floor and ask those questions like I could. In the House, reporters aren’t even allowed on the floor anymore.Democrats once had super-duper majorities, but they were more diverse philosophically, and there were enough potential conservative Democratic bolters on many issues to give hope to the Republican minorities. Today, party-line votes are more common, and Democrats have little leverage. The only major bill with close floor votes this year was the one to fund charter schools because many rural legislators see it as a threat to public education.The compromise208-page billto cut the income tax to 4% from 5%, and phase it out completely if revenues allow, hit the Senate floor Tuesday about two and a half hours after leaving the committee. Democratic Leader Morgan McGarvey of Louisville said during the floor debate that it still wasn’t available on the legislative website. “It deserves input and scrutiny from every member of the body from every part of the state,” he said, adding later that with tax bills, “every word in every line of every page matter, and we are rushing this to passage.”Sen. Robin Webb, D-Grayson, in her 24th year as a legislator, said she was “pretty comfortable with some of the work that’s been done, but this is not the way to do it.” She also voted no.Later, she told me that the pandemic gave the legislature “the perfect reason not to have the stakeholder input” that the process needs. “We don’t have much of a committee process anymore,” she said, adding that the shortage of journalists reduces “accountability and transparency … People get very comfortable in their solitude.”Senate President Robert Stivers, obligingly answering questions as usual during a recess, argued that the process is no different than it was when Democrats ruled and that the Senate is in some ways more transparent than it was under his predecessor, David Williams. But after more than 40 years of covering the General Assembly, I can say with a high level of confidence that it is different, and it’s not better.That being said, Democratic Gov. Andy Beshear has shown that he can practice the dark arts on a par with legislators, in a shabby episode in which both sides played politics with poor Kentuckians’ food benefits.Republicans passed a resolution to end the pandemic state of emergency about a month earlier than the April 14 date they had set in January, and politics appeared to be the clearest motive. The resolution’s sponsor was Sen. Donald Douglas of Nicholasville, who won a special election in December; he is in a primary with Andrew Cooperrider of Lexington, who was a prominent foe of Beshear’s pandemic restrictions and is not the sort of outspoken fire-breather Republicans want in their caucus. He has said the measure was designed to hurt him.Beshear vetoed the resolution, saying it would end the $100 extra monthly benefit that the emergency allowed 544,000 Kentuckians on the Supplemental Nutrition Assistance Program, formerly food stamps. (The regular SNAP benefit is $243. In overriding the veto, Senate Republicans said federal law allowed Beshear to apply for an extra month after the end of the emergency. Asked if he had looked into that, Beshear didn’t respond directly and merely repeated his charge that the legislature was playing politics. A few days later, he quietly applied for the extra month of benefits.We can expect politics to be played in the Capitol. But with poor people’s food?Al Cross, a former Courier Journal political writer, is professor and director of the Institute for Rural Journalism and Community Issues at the University of Kentucky. He writes this column for the Kentucky Center for Public Service Journalism. Reach him on Twitter @ruralj. ( ."
suffolknewsherald_2022_120,"Published 5:32 pm Tuesday, April 5, 2022ByLetters to the EditorTo the editor,This past St. Patrick’s Day, the Rotary Clubs of Great Bridge and Churchland hosted the third annual Rotary Memorial Golf Classic at Top Golf in Virginia Beach. This event was the culmination of over two months of hard work and collaboration between the two clubs and resulted in a very successful fund-raising event.This event was, no doubt, a great time for all of the participants. But, in the true spirit of Rotary, this event served as a conduit to raise funds for local charities that the two clubs have been supporting throughout the year. Local charities such as Mercy Chefs, HER Shelter, Soap Chips, Edmarc, Boy Scouts, Girl Scouts and the YMCA will benefit from the proceeds generated from the Top Golf event.Charles OwensSuffolkOn Saturday, September 7, 2024 at Kornblau Field at S.B. Ballard Stadium, the Old Dominion Monarchs will host…The MLB schedule today is not one to miss. The outings include the Los Angeles Dodgers squaring off…Corbin Burnes will toe the rubber for the Baltimore Orioles (79-59 on Monday, September 2 against the Chicago…Gunnar Henderson and the Baltimore Orioles will attempt to defeat Luis Robert and the Chicago White Sox when…Ezequiel Tovar and the Colorado Rockies take the field on Sunday at Coors Field against Cole Irvin, who…"
suffolknewsherald_2022_40,"Published 6:18 pm Tuesday, July 12, 2022ByStaff ReportsBuzz is building about a possible 2024 presidential bid by Virginia Gov. Glenn Youngkin, and for good reason. Or actually several good reasons.First, Virginia governors who are reasonably popular always make the presidential speculation lists because of the fact that they are limited to a single term and thus can’t be accused of job-hopping. By the time the 2024 race begins in earnest, Youngkin will be in the second half of his four-year term and itching for his next race.Second, Republicans nationally, as they become more open-minded to a 2024 nominee other than former President Donald Trump, have to be mighty tempted to pick a candidate who can win a purple state. Youngkin, in a speech over the weekend to party faithful in Nebraska, labeled Virginia “deep blue,” a slight exaggeration of his political acumen. But it’s true that Virginia had been getting steadily bluer for a decade or more, until Youngkin shocked pundits with his win over Terry McAuliffe last fall.Move Virginia to the GOP column in the Electoral College, as Youngkin would likely ensure, and the math gets a lot easier for Republicans. Youngkin, who is far less abrasive than Trump and even Florida Gov. Ron DeSantis, the assumed alternative should Trump not be the nominee in 2024, is most likely among the three to put states like Arizona and Pennsylvania back in red on the national map.In beating McAuliffe, Youngkin proved masterful at making the Democrat pay for unpopular positions (i.e., marginalization of parents in public school decision-making and broad-brush condemnation of law enforcement while minimizing the impact of his own political liabilities (i.e., abortion restrictions and his tap-dance with Trump . It’s a style and playbook that could play well far beyond Virginia.“Gov. Youngkin showed the country what the future of the Republican Party can be,” Ray Washburne, a wealthy businessman and Republican donor in Dallas, told the Washington Examiner recently. “Youngkin is the fresh new voice the party, and country, needs.”The governor is doing little to dampen the speculation. He’s hitting the national speaking circuit (he spoke over the weekend at the Nebraska Republican Party’s state convention and raised $2.64 million for his political action committee during the first six months of the year. That’s more than double what his three immediate predecessors raised during their first six months in office.On Saturday, September 7, 2024 at Kornblau Field at S.B. Ballard Stadium, the Old Dominion Monarchs will host…The MLB schedule today is not one to miss. The outings include the Los Angeles Dodgers squaring off…Corbin Burnes will toe the rubber for the Baltimore Orioles (79-59 on Monday, September 2 against the Chicago…Gunnar Henderson and the Baltimore Orioles will attempt to defeat Luis Robert and the Chicago White Sox when…Ezequiel Tovar and the Colorado Rockies take the field on Sunday at Coors Field against Cole Irvin, who…"
hawaiitribune_herald_2022_84,"Tuesday, Sept. 03, 2024|Today s Paper|78.62°Councilman’s responseCouncilman’s responseThis is to address a letter to the editor by Neal F. Herbert, the vice-chairperson of the county’s Cost of Government Commission, in which he criticized me for proposing two charter amendments (Your Views, Nov. 20 .Under our current charter, the director of Public Works is required to be a registered professional engineer, and the director of Environmental Management needs to have a degree in engineering or “a related field,” whatever that means. In a nutshell, the two amendments which I proposed would simply allow for a wider pool of candidates to qualify for those two positions, with a particular emphasis on those possessing administrative and managerial skills. Nothing in those two bills would preclude the selection of an engineer for those directorships, but it would also open the door for others with different skill sets to vie for those jobs as well.Mr. Herbert is a registered civil engineer, so I certainly understand his fierce defense of the status quo, but I really didn’t see any need for him to throw hurtful words such as “abhorrent,” “irresponsible,” “ludicrous,” “political” and “laughable,” my way (OK, I admit to using the word “irresponsible” when addressing Mr. Herbert and the chairperson of the Cost of Government Commission during a presentation they made to the council this past week, so that’s on me, but it was only after they had confessed, without any inkling of remorse, that their public declaration of a program of the county as being “wasteful” was based on information they had received from only one source and without allowing the program providers a fair opportunity to provide their perspective. That’s not how thoughtful deliberation is supposed to be carried out, in my opinion . In Mr. Herbert’s hyper-fixation to berate me, I think he may have lost sight of the point of the two proposals, and that’s unfortunate because they are both intended to help our community.Look, I love engineers. After all, where would the world be without them? But at the same time, we shouldn’t ignore that the engineering profession has a heavy gender-bias in favor of men. These proposals would enhance gender-equity in the hiring of some of our top county administrators. I don’t think that’s a bad thing or one worthy of ridicule.What Mr. Herbert found as being particularly objectionable was my inclusion within the list of qualified professions, a person with a law degree. I happen to be a lawyer and have a high regard for what people with legal training can bring to the table. However, if the council finds it abhorrent, irresponsible, ludicrous, laughable, as Mr. Herbert does, or perhaps just inadvisable to have a lawyer be considered for appointment to the position, it is well within their power to delete it from the proposal.Before they do that, though, I think it’s worth pointing out that over the past 10 years or so, one director and a deputy director of the Department of Environmental Management and two deputy directors of the Department of Public Works have been lawyers. All three deputies were pulled from the Corporation Counsel’s office, including the person that holds that position right now. All were and are capable individuals.There is one matter that Mr. Herbert and I seem to agree on: the problem with recruiting persons for those positions. There haven’t been a lot of persons busting down the door to apply for either the Public Works or Environmental Management directorships when they become open, and that’s a problem. Mr. Herbert attributes that to insufficient pay and the lack of tenure and job security, both of which are addressed in the Cost of Government Commission’s recommendations. I’m not going to disparage their ideas, but I just think that an inclusive approach, rather than an exclusive one, would be a better solution for our island’s people.Aaron ChungHawaii County Council memberBOULDER, Colo. — Minutes earlier, Deion Sanders’ Colorado team had survived a frantic final drive from a proud North Dakota State team. The Buffaloes snapped a six-game losing streak and avoided a disastrous opener with the 31-26 win Thursday night.Hilo High School has installed a new artificial turf football field as part of an $11-million upgrade project, which will also include a cutting-edge rubberized track. Contractor Nan Inc. began construction on the project in Dec. 2023, following a design and planning process that started in 2017."
philinquirer_2022_24,"LGBTQ people in my country of Uganda face discrimination and violence. I lived in a refugee camp in Kenya for four years before God blessed me with Philadelphia.Over the years, immigrants from all over the world have fled conflict, religious persecution, political discord, natural disasters, and other perils to build new lives for themselves in Philadelphia. Like the busloads of recent arrivalssent to us this month from the southern border, they left behind their former homes to create new ones in a place where William Penn prayed residents would bekept from the evil that would overwhelm thee.Here are a few of their stories.1 To Philly from Gaza: ‘When you’re a refugee, it feels like you don’t belong anywhere’2 To Philly from Ukraine: ‘My kids can’t get over how big the supermarkets are’3 To Philly from Afghanistan: ‘I miss everything’4 To Philly from Vietnam: ‘Immigrants should not be used as scapegoats’5 To Philly from Uganda: ‘Philadelphia is my sweet home’LGBTQ people in Uganda face discrimination,harassment by the government, and violence. Although it was later changed, a 2013 lawthreatened life in prisonfor “aggravated homosexuality,” and it was becoming more dangerous to be in my country, even in the big city of Kampala. I was 28 when I entered the Kakuma refugee camp — a day’s bus ride away — in neighboring Kenya on Nov. 14, 2014.It wasn’t much better.Temperatures in the camp reached more than 100 degrees Fahrenheit and there were dust storms. The wind was so strong it would blow the tents down. Some people preferred to sleep outside, but that wasn’t easy — there are a lot of dark things in the desert, including spiders, snakes, and scorpions. Outbreaks of malaria, pneumonia, and cholera did not spare refugees.As LGBTQ people, we were not supposed to be mixed with other refugees, who also discriminated against us. But instead of putting us somewhere safe, we were placed at the end of the camp, where we would get randomly attacked by people from outside the camp. We provided our own security and took turns standing guard overnight. Still, it wasn’t enough to keep ourselves safe, andsome of us lost our lives. They are buried in the desert.» READ MORE:Ugandan activist living in Vermont gets deportation reprieveI lived in the Kakuma refugee camp for four years, during which time a lot of things happened. Whenever I start talking about it, it always ends in tears.I had put my name on a list to be resettled through the United Nations, but when I first heard that I was going to leave the camp, I didn’t expect much. So many people said they were going to leave the camp, but they didn’t leave. Whenthey took me to Nairobi for my medical examination, that’s when I got excited. “Oh, I’m going to survive,” I thought.When they told me I was going to Philadelphia, I didn’t know that was in America. Even when you looked at a map of the United States, it wasn’t easy to see Philadelphia. I came here on Feb. 18, 2018, and it took time to get used to it.When I got here it was cold. The people who welcomed me gave me warm clothes, but I had never worn a jacket or a sweater. I would call and tell them that I couldn’t breathe with these clothes and that I had a terrible headache. They would tell me if I removed my jacket that I was going to get sick. In the Kakumacamp we ate sorghum and yellow peas with water. I came here and started tasting everything. Chicken, eggs — so good — but the change in my diet made me sick. My body had to get used to it.I have met good people here, including atHIAS Pennsylvania, which helps refugees, and have made my home here.A home means a lot. It is safer for LGBTQ people here and people are more accepting. Philadelphia is my sweet home.I did not choose to be in Philadelphia, but because I did not choose it myself, I accept that God chose it for me. Heblessed me with Philadelphia.Brian Bukenya works at Whole Foods in Wynnewood."
