File,label,score
MI_2020_24325d4d76b96f3968271ad5a24b0256.html.gz,HUMAN,0.199876746205551
MI_2020_2eebdf25fabacb9b513a1ff43bdce012.html.gz,HUMAN,0.23823572136748142
MI_2020_21d1be333793d84d2acb24fd1fb9084b.html.gz,HUMAN,0.2244240170696504
MI_2020_060cfbf5cacca49a05e0e0da8d2f9d44.html.gz,HUMAN,0.21239278207814416
MI_2020_222be2c9f3eae0b1831baee2204e5953.html.gz,HUMAN,0.21152947507937117
MI_2020_34ed9d0e2941b7aaf425312470cac0fc.html.gz,HUMAN,0.2871418814298766
MI_2020_43b854f1ef08102255aa05c4d3882996.html.gz,HUMAN,0.202891648298927
MI_2020_5fc0d531dd0b99d58bca04c8d45300aa.html.gz,HUMAN,0.40878659845868887
MI_2020_6c3501d9ab516164aea31443522b5836.html.gz,HUMAN,0.18850965294721667
MI_2020_7757895a02a782988d62465757d0195d.html.gz,HUMAN,0.22884367757694127
MI_2020_99bbdf70a77968bb77062f0d9525305d.html.gz,HUMAN,0.22373768327949942
MI_2020_8a5e61688d8ed7e36b99866d1150d6dc.html.gz,HUMAN,0.18772300623846283
MI_2020_b05473b7a4e64cc2699a39e50bba2763.html.gz,HUMAN,0.18890432462696943
MI_2020_bf831001013899fc2180309e20e9e326.html.gz,HUMAN,0.4220954260726733
MI_2020_c85ad599053f5d073510dba13cc7b994.html.gz,HUMAN,0.187539370206653
MI_2020_cfc09d4cb4f7a0b5d5abcdca91803ca1.html.gz,HUMAN,0.18766750139197294
MI_2020_f6712ceb024a465b29e2c5ec97dfa598.html.gz,HUMAN,0.18857098167386852
