File,label,score
IL_2022_00ad7bf9f3c7fbc1cc9a3fde4fec1679.html.gz,HUMAN,0.3064947737872931
IL_2022_01f535018e21df49e47f744b54c2e12c.html.gz,HUMAN,0.4631555652321254
IL_2022_00d20403ca978668ec299c273a5c4c2a.html.gz,HUMAN,0.18813688394061015
IL_2022_024af39057ae88746b7e29e3958edbcf.html.gz,AI,0.6467044133281429
IL_2022_0b49e9ed36466323a91e398f46c67b03.html.gz,AI,0.7686544228426642
IL_2022_04259fa7772632f20eca22a2a89c61d0.html.gz,HUMAN,0.3169566543345569
IL_2022_1191244955af05cdc0dda3264a25b6ac.html.gz,HUMAN,0.35655731763747645
IL_2022_11312413637b3bf25ee6f0435d1fcb1a.html.gz,AI,0.659083822896062
IL_2022_12cca27a6f6c52e8503b9fe2e4215d6c.html.gz,HUMAN,0.34671351600238
IL_2022_14359f47bcb4afa5889cfef0eefa97b3.html.gz,HUMAN,0.19621528671897762
IL_2022_1b720b4d107e416836c2777e9704c40e.html.gz,HUMAN,0.1874808973020726
IL_2022_1c4dbd094287a0307d000da5f402fbd4.html.gz,HUMAN,0.19279362690364701
IL_2022_1ce755ba79e829210c99bc9253738620.html.gz,AI,0.8548694132200295
IL_2022_242245c07f22e14e7278b913ca1e8098.html.gz,HUMAN,0.33578358075448644
IL_2022_26488a6e33f25423421d2854e6bf8284.html.gz,HUMAN,0.200726358721929
IL_2022_288f760c4a44120b80282be5c79c8bcc.html.gz,HUMAN,0.21811620810689378
IL_2022_29d319ad79b56e017bab2815ecbadc97.html.gz,HUMAN,0.309135056638853
IL_2022_2a76dbc88fbe3ba56267f3df374c0cc0.html.gz,HUMAN,0.32695215110187936
IL_2022_2afe2061b351646127f69cdd4a537aa6.html.gz,HUMAN,0.19113152983489085
IL_2022_2b382210fa55ce9a2011c5d05de78623.html.gz,AI,0.538558762382984
IL_2022_2cc9ec65baf3070cd0527bf91482dfc9.html.gz,HUMAN,0.26200840123643854
IL_2022_2f3312f2b5670eab928a6fe5a8c9bbef.html.gz,HUMAN,0.40335780490176837
IL_2022_2f99080c24078a27b773bd9a34d16a05.html.gz,HUMAN,0.19078255353427218
IL_2022_30429e7c6ce19bb1266207944216fb09.html.gz,HUMAN,0.22675717313999053
