File,label,score
SC_2022_078701a6d48cd83f334edd5e2fd4bf6a.html.gz,HUMAN,0.2626191939567342
SC_2022_0ae35b92e543edbc38a88e125ec0de35.html.gz,HUMAN,0.20708755654305852
SC_2022_0e8c2a576eb67282cd86d12eebed9788.html.gz,AI,0.5926113524691177
SC_2022_1926ceb3fa7a2fcefc15a8f07afc4691.html.gz,HUMAN,0.250303135381998
SC_2022_1fd39498c0d1192f210d3c1aeb731c9e.html.gz,HUMAN,0.21263120640775243
SC_2022_107217e8a945deb03af3941b52ee967d.html.gz,AI,0.6227683976503849
SC_2022_286a148f7900ca4e91eecd1620254d20.html.gz,HUMAN,0.3913094511472605
SC_2022_2929321d90462399cc0aaffdb9e08d70.html.gz,HUMAN,0.22218481077895802
SC_2022_34a4747fbcc8d0dc537b267ade8edeea.html.gz,AI,0.9908965852638674
SC_2022_5a370eb5f5abeaf2592fe6a0547e0f67.html.gz,AI,0.9999573790737392
SC_2022_62ff31707b04274889ebaf3022f17070.html.gz,HUMAN,0.18878258717141125
SC_2022_64b7652932a2cc82fedf66f38c54c2bc.html.gz,HUMAN,0.2567969390862605
SC_2022_7ad32c94baa16beab015a940a82d2d37.html.gz,AI,0.5700934646317238
SC_2022_7c1814f4973469d5850682bcea871764.html.gz,HUMAN,0.18747701027438088
SC_2022_81b1b4cbf4bc65319e4deee5edd37fb6.html.gz,HUMAN,0.2163627927953131
SC_2022_835db8210ca8bbc52bc17a61ef755eba.html.gz,HUMAN,0.2021080668356307
SC_2022_8cb720538b4049e120bc379d677865fa.html.gz,AI,0.8471217829920716
SC_2022_97fe65bb2c4bd2ad8bc239ece7fd74dc.html.gz,HUMAN,0.2417567931296585
SC_2022_ab9ebef42116bffa584b25d9daf910cd.html.gz,HUMAN,0.22276249510003143
SC_2022_adfedd98a9750d4e51e97391fbddc04a.html.gz,HUMAN,0.19360412150632736
SC_2022_b17b513616e256d8fcdc91a383a61631.html.gz,AI,0.6691138855277362
SC_2022_b18a7bb915da8ff7035c015d727084ea.html.gz,HUMAN,0.33544468626661955
SC_2022_b8d0b31ea39fd001f31bc775ba4017d7.html.gz,HUMAN,0.20270564786824652
SC_2022_c5c1d01a319f440799296dd9209e729b.html.gz,HUMAN,0.1922697116465754
SC_2022_c7b1979659539edfd294661fa4ce0d15.html.gz,HUMAN,0.18879964380318798
SC_2022_d8196455160b8dd4b4f2adb7ea862504.html.gz,HUMAN,0.1895966956679317
SC_2022_f4a54728949570fc042b32eb0f8c1dd5.html.gz,HUMAN,0.21505015581801296
