File,label,score
FL_2022_06f21278284ed26528091f7f5b9a1c46.html.gz,HUMAN,0.23115132127919366
FL_2022_0ac741aa0237ef015411473de967366f.html.gz,HUMAN,0.2369555051931013
FL_2022_0abec027510861b7bee1ee6ac5e4b7a7.html.gz,HUMAN,0.21015352013200075
FL_2022_0bbf78c0d3097c826362c692a3762217.html.gz,HUMAN,0.19510874559085625
FL_2022_0e01153fff58a4fa840ec055e9aa5bbc.html.gz,HUMAN,0.18898673410829075
FL_2022_0c1ff8086ce9a699b20c8023bb348322.html.gz,HUMAN,0.30082736048780995
FL_2022_15289498946ae6951d7ed3b93a9e4057.html.gz,HUMAN,0.20370874715347992
FL_2022_11a86f011bd0e98bd5cf7c6d638c62aa.html.gz,HUMAN,0.2127109656873863
FL_2022_0feb32116bdbe34286e31b90f1fef06d.html.gz,HUMAN,0.2836651893868264
FL_2022_1fbca9436d6863213c8628d5788058d4.html.gz,HUMAN,0.38075594373492333
FL_2022_24fdd95ac902f7d29bdf821047725322.html.gz,HUMAN,0.43645091884746906
FL_2022_1f196431ccd7f660f20fdd5fa494a59c.html.gz,HUMAN,0.2867756498523057
FL_2022_2753cb36bde5a7c07d26c2948e796f2c.html.gz,HUMAN,0.20113991382425875
FL_2022_360eb19200a844cd7988442bb9e08674.html.gz,HUMAN,0.29654771296329047
FL_2022_36b2532f23f7bd67e65637bab85458d3.html.gz,HUMAN,0.19240223899616304
FL_2022_38aae2f46f45d6cc13f312a384ed70f0.html.gz,HUMAN,0.2485394393565456
FL_2022_3d0872975e569fe4b3c6b93be103aa44.html.gz,HUMAN,0.28935755778053635
FL_2022_397e5d5fa9e4434e96ad5fd96f3f183b.html.gz,HUMAN,0.21403276015399503
FL_2022_44a68de7e9679790f14f4c1139ff6171.html.gz,AI,0.8926415160381342
FL_2022_3d2327f789ce0d25e99cb807353b03b7.html.gz,HUMAN,0.19145343435564263
FL_2022_46930467fc51641381aa877822625d32.html.gz,HUMAN,0.19869165960267623
FL_2022_4ad0e69edfe81006ee88ba09165873c1.html.gz,AI,0.6132813637875861
FL_2022_433b28d1989504774c9beec1251b5c8b.html.gz,HUMAN,0.3275953561769249
FL_2022_4d17f3556fd7cd540d9e4256e882dd49.html.gz,AI,0.9999999979553703
FL_2022_4f55c39d0cc53ddf985b3b358250a427.html.gz,HUMAN,0.27416084510537747
FL_2022_50285b251a019b1406c593774ece2c50.html.gz,HUMAN,0.19371408007957386
FL_2022_533b118e77ce124f792be49572dc4e4c.html.gz,HUMAN,0.24422963415419213
FL_2022_57a79f47c269d71d353188e45170ddf0.html.gz,HUMAN,0.39058697232023526
FL_2022_5dd370aa9d8fd23816d50796cb107a95.html.gz,HUMAN,0.20294830935225242
FL_2022_5e25dee0227bb4ca5fc84813c1349efa.html.gz,HUMAN,0.28209322512487134
FL_2022_5eb6a020fe8c3854429e90cb07c269d8.html.gz,HUMAN,0.19217153517677663
FL_2022_6270e1d9d86b2e55fc5e8c1f4861403e.html.gz,AI,0.7130795471445807
FL_2022_632d675d6b69a536f0ab561d77925411.html.gz,HUMAN,0.18825564320088192
FL_2022_66858f58afd0a4c88e7f7158fa8d57a3.html.gz,HUMAN,0.19564137177160165
FL_2022_676a339843c60cd600f97d9d45982b4d.html.gz,HUMAN,0.2368816370058774
FL_2022_69dd657554f4f95b6ba01ec60c60f6c2.html.gz,HUMAN,0.21000343094606064
FL_2022_6c7efece5a5e4c8829412853eff7c446.html.gz,HUMAN,0.21182726550818218
FL_2022_6f5132110ea76d12299a79ad8cfbc552.html.gz,HUMAN,0.18784605524765366
FL_2022_6fb3b70ef64ec3a7f451c341f30ebda4.html.gz,HUMAN,0.30429771244013354
FL_2022_73a3118242c85eb3dec5c97b31efac0e.html.gz,HUMAN,0.2993259361328941
FL_2022_7b4184b8eae1d5ae835c55409ac1ac63.html.gz,HUMAN,0.19544746215751105
FL_2022_7b9c4b53e19e7ae979ba7c13863f30f6.html.gz,HUMAN,0.18825564320088192
FL_2022_804dd11aaf28358948eded0cab9b2ced.html.gz,HUMAN,0.21811620810689378
FL_2022_81504b9dac2a76492ab5cee1089796fa.html.gz,HUMAN,0.23751830473734317
FL_2022_85f30527c06fd52d646bc27b01b2773c.html.gz,AI,0.5546161404276934
FL_2022_86ab0746d14105c4e147a38637ad6fe8.html.gz,HUMAN,0.20350191487766464
FL_2022_8824ca67324e4d9f3b2c6d6e1c8178bc.html.gz,HUMAN,0.2800148319959307
FL_2022_8a99973c8780a7df41bbe4a2285895de.html.gz,HUMAN,0.19920690738197303
FL_2022_9234c69ac53747ca4700828dc00100db.html.gz,HUMAN,0.21392450055753123
FL_2022_92552e69e7e99a88db1edc1dbaead487.html.gz,HUMAN,0.18978529960052037
FL_2022_9761b421cc948e155143b6e0fbbdeb44.html.gz,HUMAN,0.300117774970251
FL_2022_98484a00b11fc65958d34025b25d0b95.html.gz,HUMAN,0.3313984004857636
FL_2022_9dc080c99cc03c83d6cdcc02924b8325.html.gz,HUMAN,0.2303466936352441
FL_2022_a06c3c7059c27824b21dcb70c5c785e8.html.gz,HUMAN,0.19332735444263072
FL_2022_a0fd3630711b879135df3d0f97a45cf2.html.gz,AI,0.7327006430676667
FL_2022_a63c3270ee3f4b30122927d5d0226205.html.gz,HUMAN,0.19931216557594647
FL_2022_a70ea2aca6e5d5f022fe5588af954cd8.html.gz,HUMAN,0.20831719232321266
FL_2022_a9124e0b1b5a569f6db653659964dcb8.html.gz,HUMAN,0.262925770907833
FL_2022_ab1187b72e98ce082ed2be867d1c6395.html.gz,HUMAN,0.20470549909398184
FL_2022_acd8edb710ff80d3d14df15fa150d316.html.gz,HUMAN,0.24688190031500215
FL_2022_af7d95fab04cbeb3845bbd6879ac3380.html.gz,AI,0.5546161404276934
FL_2022_b31dd85556d111145896f3271d0cb12f.html.gz,HUMAN,0.3968305499104169
FL_2022_b4f74182c1c49054bce4684ae451e992.html.gz,HUMAN,0.19687961518934122
FL_2022_b52d20d423445e49fd9a44fe8c1b8b62.html.gz,HUMAN,0.19029703336123346
FL_2022_b7808f4a341d1f96dc2d693cf021b887.html.gz,HUMAN,0.21335417524738498
FL_2022_b7f837bfa8de4c850f9686312dbf7c41.html.gz,HUMAN,0.19018696812569888
FL_2022_b98718ea149af7bfa3710d5532343f9a.html.gz,HUMAN,0.19057991026107093
FL_2022_b99fe6d8a780d15760daeb65fc7a5482.html.gz,HUMAN,0.3620413865012831
FL_2022_be320f98950390da2a6769586f3e0a8d.html.gz,HUMAN,0.18922411145453183
FL_2022_c4caf174b84418a639fce33149d3db94.html.gz,HUMAN,0.18874880813332642
FL_2022_c6a2ee24c2cf40219e64718dd26a9120.html.gz,AI,0.640163069321305
FL_2022_cbd0819990baac62676e2df5d172dc54.html.gz,AI,0.999999871840634
FL_2022_d52c28ca4da32ca5ce702901a53756c9.html.gz,AI,1.0
FL_2022_d734ad36beeef1df850d28f777405e2f.html.gz,HUMAN,0.2101775158509535
FL_2022_d7aa6cdc9fc38f5258f384336d9f74bb.html.gz,HUMAN,0.22810995473081264
FL_2022_dc66fde23728e1bf24d7e1845732fcf6.html.gz,AI,0.7123222883416072
FL_2022_dcc50e0bf967e910a4af16fed3d3c5ef.html.gz,HUMAN,0.1943349843618058
FL_2022_e67481c7c3cc88a3784dab5d97c0f5cf.html.gz,HUMAN,0.28357562081146814
