File,label,score
DC_2022_3287f8dd0598892a3f2ebd5014099c8b.html.gz,HUMAN,0.2562354296037111
DC_2022_17a499db78f7a28e29a7f014f293eb12.html.gz,HUMAN,0.18794185499068178
DC_2022_2942e664b21d03a99d51ced8b8aecae0.html.gz,HUMAN,0.21243791020958677
DC_2022_3c2ac6d82cea770eb16629ec8f61c812.html.gz,HUMAN,0.2112444011888686
DC_2022_5507044387a7efe215a53db3b39ac617.html.gz,AI,0.7547335458828552
DC_2022_571a9529805663b04579f1024d6cffb1.html.gz,HUMAN,0.26954779015531233
DC_2022_5a6c4feab2a4829b07e8461d15b0a023.html.gz,HUMAN,0.21078380570514516
DC_2022_68183cd740e6a49752f38eaae9da342e.html.gz,HUMAN,0.26635041205839916
DC_2022_9ea29fd60d4db3411ef94a4f59e7905a.html.gz,HUMAN,0.2414212559433385
DC_2022_bada05eaa487fbb834f3cf082610f66f.html.gz,AI,0.9313198383480698
DC_2022_c45a6998014d448a876c34072582bfcc.html.gz,HUMAN,0.1890130223399439
DC_2022_d98cfd09bf8080eda240dc2635bb14b6.html.gz,HUMAN,0.20270564786824652
DC_2022_db7b069d7e4ed10c4c500320d69e6cfb.html.gz,HUMAN,0.19818178660398797
DC_2022_f466566ecf78a100c65af5f843b89c30.html.gz,AI,0.8204399718164931
