File,label,score
AZ_2024_201ec3a628f4fb88106efacffe001d16.html.gz,HUMAN,0.18816655440778682
AZ_2024_22a3986d01f8985e9dc4240126bac1b8.html.gz,HUMAN,0.34744157712819956
AZ_2024_14407f5f1734fb2e3b016d11d8372c25.html.gz,HUMAN,0.2036263749655176
AZ_2024_26a3f35d73a16e9d0d205fc435cb813c.html.gz,HUMAN,0.25256577649981277
AZ_2024_4fee28b2d4511ec6f2ffbad71957925c.html.gz,AI,0.6314679414253395
AZ_2024_3a815eb231723c36fa7c078119ca0b76.html.gz,HUMAN,0.21165157341218602
AZ_2024_70c771be5fb03814db74c6cc531aa756.html.gz,HUMAN,0.18793247133100802
AZ_2024_59f74ca13c9489b1ccff6add3db5933f.html.gz,HUMAN,0.4348523665748287
AZ_2024_8134a4e496554ea0b7c10df1b84c7833.html.gz,HUMAN,0.200726358721929
AZ_2024_8dcb1dcf6f5a850e925bf98b7a57f431.html.gz,HUMAN,0.18749556640579096
AZ_2024_8f49603f94128073ace3e16e891367e0.html.gz,HUMAN,0.18756832919489277
AZ_2024_a91cc57e09bcefcaa65dff1a21d4e260.html.gz,HUMAN,0.40636402387169607
AZ_2024_c4a872cedf5c0b293a3d0616c2f6248a.html.gz,HUMAN,0.20796024151703776
AZ_2024_bb11afc0472cfc61e9b133adc7f3f6b7.html.gz,AI,0.8167531776215938
AZ_2024_c33ec194410c41b26db0ee701c524c38.html.gz,HUMAN,0.1973767067850485
AZ_2024_cb9439adb64d72a3e9b6c19c15a1d269.html.gz,HUMAN,0.1921066640381189
AZ_2024_c58fe577b93c92c3b418c4d51f5e214b.html.gz,AI,0.9306980037737875
AZ_2024_d9315dbbb5dbb13ea91fef9ce8b75003.html.gz,HUMAN,0.3601890785911403
AZ_2024_ea7ddb35b566cb506ba904817f284f42.html.gz,HUMAN,0.19082159751071573
AZ_2024_e4ce7f76ab9e1a3d8ef6f950e46a09fe.html.gz,AI,0.9917306156415467
AZ_2024_e2a3c9ca2ab68f39415b228b5d22dc34.html.gz,HUMAN,0.1912324478692039
AZ_2024_f0fe77f751c2badc5921a8a56f34c8b9.html.gz,HUMAN,0.19433225014279926
AZ_2024_f24cb180153a213c5933ea9772239f09.html.gz,HUMAN,0.2958072180674205
AZ_2024_f1784f4db66711533dd8f7bb7fbc73cf.html.gz,HUMAN,0.21269652402515152
